6132	https://www.brooklynmuseum.org/opencollection/objects/1209	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/62.151_PS2.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/62.151_PS2.jpg	1104	1536	\N	by	3.0	Newcomb Pottery	\N	Vase	{"artist_info": [{"name": "Newcomb Pottery", "nationality": ""}, {"name": "Sabina Elliott Wells", "nationality": "American"}], "credit_line": "", "medium": "Earthenware", "description": "Earthenware vase with pale green and white glaze. Narrow cylindrical form flaring out towards top. Shoulder in concave curve to small mouth with out flared lip. Vase is covered with pattern of overlapping long narrow leaves of Egyptian inspiration. Condition: Good, conservation report in object file.", "date": "1902-1904", "classification": "Vessel", "accession_number": "62.151", "set": "https://www.brooklynmuseum.org/opencollection/objects/1209", "caption": "Newcomb Pottery. <em>Vase</em>, 1902-1904. Earthenware, Height: 12 in. (30.5 cm). Brooklyn Museum, Dick S. Ramsay Fund, 62.151. Creative Commons-BY (Photo: Brooklyn Museum, 62.151_PS2.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
6129	https://www.brooklynmuseum.org/opencollection/objects/1209	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/62.151_detail1_PS2.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/62.151_detail1_PS2.jpg	1232	1536	\N	by	3.0	Newcomb Pottery	\N	Vase	{"artist_info": [{"name": "Newcomb Pottery", "nationality": ""}, {"name": "Sabina Elliott Wells", "nationality": "American"}], "credit_line": "", "medium": "Earthenware", "description": "Earthenware vase with pale green and white glaze. Narrow cylindrical form flaring out towards top. Shoulder in concave curve to small mouth with out flared lip. Vase is covered with pattern of overlapping long narrow leaves of Egyptian inspiration. Condition: Good, conservation report in object file.", "date": "1902-1904", "classification": "Vessel", "accession_number": "62.151", "set": "https://www.brooklynmuseum.org/opencollection/objects/1209", "caption": "Newcomb Pottery. <em>Vase</em>, 1902-1904. Earthenware, Height: 12 in. (30.5 cm). Brooklyn Museum, Dick S. Ramsay Fund, 62.151. Creative Commons-BY (Photo: Brooklyn Museum, 62.151_detail1_PS2.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
6130	https://www.brooklynmuseum.org/opencollection/objects/1209	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/62.151_detail2_PS2.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/62.151_detail2_PS2.jpg	1040	1536	\N	by	3.0	Newcomb Pottery	\N	Vase	{"artist_info": [{"name": "Newcomb Pottery", "nationality": ""}, {"name": "Sabina Elliott Wells", "nationality": "American"}], "credit_line": "", "medium": "Earthenware", "description": "Earthenware vase with pale green and white glaze. Narrow cylindrical form flaring out towards top. Shoulder in concave curve to small mouth with out flared lip. Vase is covered with pattern of overlapping long narrow leaves of Egyptian inspiration. Condition: Good, conservation report in object file.", "date": "1902-1904", "classification": "Vessel", "accession_number": "62.151", "set": "https://www.brooklynmuseum.org/opencollection/objects/1209", "caption": "Newcomb Pottery. <em>Vase</em>, 1902-1904. Earthenware, Height: 12 in. (30.5 cm). Brooklyn Museum, Dick S. Ramsay Fund, 62.151. Creative Commons-BY (Photo: Brooklyn Museum, 62.151_detail2_PS2.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
6134	https://www.brooklynmuseum.org/opencollection/objects/1209	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/62.151_SL1.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/62.151_SL1.jpg	1196	1536	\N	by	3.0	Newcomb Pottery	\N	Vase	{"artist_info": [{"name": "Newcomb Pottery", "nationality": ""}, {"name": "Sabina Elliott Wells", "nationality": "American"}], "credit_line": "", "medium": "Earthenware", "description": "Earthenware vase with pale green and white glaze. Narrow cylindrical form flaring out towards top. Shoulder in concave curve to small mouth with out flared lip. Vase is covered with pattern of overlapping long narrow leaves of Egyptian inspiration. Condition: Good, conservation report in object file.", "date": "1902-1904", "classification": "Vessel", "accession_number": "62.151", "set": "https://www.brooklynmuseum.org/opencollection/objects/1209", "caption": "Newcomb Pottery. <em>Vase</em>, 1902-1904. Earthenware, Height: 12 in. (30.5 cm). Brooklyn Museum, Dick S. Ramsay Fund, 62.151. Creative Commons-BY (Photo: Brooklyn Museum, 62.151_SL1.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
6133	https://www.brooklynmuseum.org/opencollection/objects/1209	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/62.151_bw.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/62.151_bw.jpg	966	1536	\N	by	3.0	Newcomb Pottery	\N	Vase	{"artist_info": [{"name": "Newcomb Pottery", "nationality": ""}, {"name": "Sabina Elliott Wells", "nationality": "American"}], "credit_line": "", "medium": "Earthenware", "description": "Earthenware vase with pale green and white glaze. Narrow cylindrical form flaring out towards top. Shoulder in concave curve to small mouth with out flared lip. Vase is covered with pattern of overlapping long narrow leaves of Egyptian inspiration. Condition: Good, conservation report in object file.", "date": "1902-1904", "classification": "Vessel", "accession_number": "62.151", "set": "https://www.brooklynmuseum.org/opencollection/objects/1209", "caption": "Newcomb Pottery. <em>Vase</em>, 1902-1904. Earthenware, Height: 12 in. (30.5 cm). Brooklyn Museum, Dick S. Ramsay Fund, 62.151. Creative Commons-BY (Photo: Brooklyn Museum, 62.151_bw.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
6128	https://www.brooklynmuseum.org/opencollection/objects/1209	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/62.151_acetate_bw.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/62.151_acetate_bw.jpg	980	1536	\N	by	3.0	Newcomb Pottery	\N	Vase	{"artist_info": [{"name": "Newcomb Pottery", "nationality": ""}, {"name": "Sabina Elliott Wells", "nationality": "American"}], "credit_line": "", "medium": "Earthenware", "description": "Earthenware vase with pale green and white glaze. Narrow cylindrical form flaring out towards top. Shoulder in concave curve to small mouth with out flared lip. Vase is covered with pattern of overlapping long narrow leaves of Egyptian inspiration. Condition: Good, conservation report in object file.", "date": "1902-1904", "classification": "Vessel", "accession_number": "62.151", "set": "https://www.brooklynmuseum.org/opencollection/objects/1209", "caption": "Newcomb Pottery. <em>Vase</em>, 1902-1904. Earthenware, Height: 12 in. (30.5 cm). Brooklyn Museum, Dick S. Ramsay Fund, 62.151. Creative Commons-BY (Photo: Brooklyn Museum, 62.151_acetate_bw.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
132464	https://www.brooklynmuseum.org/opencollection/objects/1405	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/68.87.44_view2_PS9.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/68.87.44_view2_PS9.jpg	1148	1536	\N	by	3.0	Union Porcelain Works	\N	Vase	{"artist_info": [{"name": "Union Porcelain Works", "nationality": ""}], "credit_line": "", "medium": "Porcelain", "description": "White, hard paste porcelain, embossed with polychrome and gilded decorations. Square-shaped body with slightly bulging contours supported on foot rim, tapers in then rises to form tall squared neck; grotesque lizards in matte gold applied to opposing corners of neck (one near top faces down, one near body faces up). Each side of body and neck covered with stylized jewel work of geometric and foliate patterns in gold, blues, and pinks. CONDITION: Good.", "date": "ca. 1884", "classification": "Ceramic", "accession_number": "68.87.44", "set": "https://www.brooklynmuseum.org/opencollection/objects/1405", "caption": "Union Porcelain Works (1863-ca. 1922). <em>Vase</em>, ca. 1884. Porcelain, 14 7/8 x 6 1/4 x 6 1/4 in. (37.8 x 15.9 x 15.9 cm). Brooklyn Museum, Gift of Franklin Chace, 68.87.44. Creative Commons-BY (Photo: Brooklyn Museum, 68.87.44_view2_PS9.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
6357	https://www.brooklynmuseum.org/opencollection/objects/1405	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/68.87.44_transp2385.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/68.87.44_transp2385.jpg	1022	1536	\N	by	3.0	Union Porcelain Works	\N	Vase	{"artist_info": [{"name": "Union Porcelain Works", "nationality": ""}], "credit_line": "", "medium": "Porcelain", "description": "White, hard paste porcelain, embossed with polychrome and gilded decorations. Square-shaped body with slightly bulging contours supported on foot rim, tapers in then rises to form tall squared neck; grotesque lizards in matte gold applied to opposing corners of neck (one near top faces down, one near body faces up). Each side of body and neck covered with stylized jewel work of geometric and foliate patterns in gold, blues, and pinks. CONDITION: Good.", "date": "ca. 1884", "classification": "Ceramic", "accession_number": "68.87.44", "set": "https://www.brooklynmuseum.org/opencollection/objects/1405", "caption": "Union Porcelain Works (1863-ca. 1922). <em>Vase</em>, ca. 1884. Porcelain, 14 7/8 x 6 1/4 x 6 1/4 in. (37.8 x 15.9 x 15.9 cm). Brooklyn Museum, Gift of Franklin Chace, 68.87.44. Creative Commons-BY (Photo: Brooklyn Museum, 68.87.44_transp2385.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
132465	https://www.brooklynmuseum.org/opencollection/objects/1405	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/68.87.44_view1_PS9.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/68.87.44_view1_PS9.jpg	1163	1536	\N	by	3.0	Union Porcelain Works	\N	Vase	{"artist_info": [{"name": "Union Porcelain Works", "nationality": ""}], "credit_line": "", "medium": "Porcelain", "description": "White, hard paste porcelain, embossed with polychrome and gilded decorations. Square-shaped body with slightly bulging contours supported on foot rim, tapers in then rises to form tall squared neck; grotesque lizards in matte gold applied to opposing corners of neck (one near top faces down, one near body faces up). Each side of body and neck covered with stylized jewel work of geometric and foliate patterns in gold, blues, and pinks. CONDITION: Good.", "date": "ca. 1884", "classification": "Ceramic", "accession_number": "68.87.44", "set": "https://www.brooklynmuseum.org/opencollection/objects/1405", "caption": "Union Porcelain Works (1863-ca. 1922). <em>Vase</em>, ca. 1884. Porcelain, 14 7/8 x 6 1/4 x 6 1/4 in. (37.8 x 15.9 x 15.9 cm). Brooklyn Museum, Gift of Franklin Chace, 68.87.44. Creative Commons-BY (Photo: Brooklyn Museum, 68.87.44_view1_PS9.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
132466	https://www.brooklynmuseum.org/opencollection/objects/1405	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/68.87.44_mark_PS9.jpg	d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size2/68.87.44_mark_PS9.jpg	1150	1536	\N	by	3.0	Union Porcelain Works	\N	Vase	{"artist_info": [{"name": "Union Porcelain Works", "nationality": ""}], "credit_line": "", "medium": "Porcelain", "description": "White, hard paste porcelain, embossed with polychrome and gilded decorations. Square-shaped body with slightly bulging contours supported on foot rim, tapers in then rises to form tall squared neck; grotesque lizards in matte gold applied to opposing corners of neck (one near top faces down, one near body faces up). Each side of body and neck covered with stylized jewel work of geometric and foliate patterns in gold, blues, and pinks. CONDITION: Good.", "date": "ca. 1884", "classification": "Ceramic", "accession_number": "68.87.44", "set": "https://www.brooklynmuseum.org/opencollection/objects/1405", "caption": "Union Porcelain Works (1863-ca. 1922). <em>Vase</em>, ca. 1884. Porcelain, 14 7/8 x 6 1/4 x 6 1/4 in. (37.8 x 15.9 x 15.9 cm). Brooklyn Museum, Gift of Franklin Chace, 68.87.44. Creative Commons-BY (Photo: Brooklyn Museum, 68.87.44_mark_PS9.jpg)", "credit": "Brooklyn Museum photograph"}	\N	f	brooklynmuseum	brooklynmuseum
