93014	https://clevelandart.org/art/1335.1917	https://openaccess-cdn.clevelandart.org/1335.1917/1335.1917_web.jpg	\N	1263	775	\N	CC0	1.0	Thomas Cole (American, 1801-1848)	\N	View of Schroon Mountain, Essex County, New York, After a Storm	{"accession_number": "1335.1917", "technique": "oil on canvas", "date": "1838", "credit_line": "Hinman B. Hurlbut Collection", "medium": "oil on canvas", "classification": "Painting", "culture": "America, 19th century", "tombstone": "View of Schroon Mountain, Essex County, New York, After a Storm, 1838. Thomas Cole (American, 1801-1848). Oil on canvas; framed: 132.5 x 193.5 x 13 cm (52 3/16 x 76 3/16 x 5 1/8 in.); unframed: 99.8 x 160.6 cm (39 5/16 x 63 1/4 in.). The Cleveland Museum of Art, Hinman B. Hurlbut Collection 1335.1917"}	\N	f	clevelandmuseum	clevelandmuseum
94979	https://clevelandart.org/art/1915.534	https://openaccess-cdn.clevelandart.org/1915.534/1915.534_web.jpg	\N	748	893	\N	CC0	1.0	John Singleton Copley (American, 1738-1815)	\N	Nathaniel Hurd	{"accession_number": "1915.534", "technique": "oil on canvas", "date": "c. 1765", "credit_line": "Gift of the John Huntington Art and Polytechnic Trust", "medium": "oil on canvas", "classification": "Painting", "culture": "America, 18th century", "tombstone": "Nathaniel Hurd, c. 1765. John Singleton Copley (American, 1738-1815). Oil on canvas; framed: 90.5 x 78 x 6.5 cm (35 5/8 x 30 11/16 x 2 9/16 in.); unframed: 76.2 x 64.8 cm (30 x 25 1/2 in.). The Cleveland Museum of Art, Gift of the John Huntington Art and Polytechnic Trust 1915.534"}	\N	f	clevelandmuseum	clevelandmuseum
115405	https://clevelandart.org/art/1936.19	https://openaccess-cdn.clevelandart.org/1936.19/1936.19_web.jpg	\N	900	723	\N	CC0	1.0	Paul Cézanne (French, 1839-1906)	\N	The Pigeon Tower at Bellevue	{"accession_number": "1936.19", "technique": "oil on fabric", "date": "1890", "credit_line": "The James W. Corrigan Memorial", "medium": "oil on fabric", "classification": "Painting", "culture": "France, 19th century", "tombstone": "The Pigeon Tower at Bellevue, 1890. Paul C\u00e9zanne (French, 1839-1906). Oil on fabric; framed: 95.5 x 113 x 7 cm (37 5/8 x 44 1/2 x 2 3/4 in.); unframed: 65.6 x 81.5 cm (25 13/16 x 32 1/16 in.). The Cleveland Museum of Art, The James W. Corrigan Memorial 1936.19"}	\N	f	clevelandmuseum	clevelandmuseum
135185	https://clevelandart.org/art/1958.21	https://openaccess-cdn.clevelandart.org/1958.21/1958.21_web.jpg	\N	900	717	\N	CC0	1.0	Paul Cézanne (French, 1839-1906)	\N	Mount Sainte-Victoire	{"accession_number": "1958.21", "technique": "oil on fabric", "date": "c. 1904", "credit_line": "Bequest of Leonard C. Hanna, Jr.", "medium": "oil on fabric", "classification": "Painting", "culture": "France, late 19th-early 20th Century", "tombstone": "Mount Sainte-Victoire, c. 1904. Paul C\u00e9zanne (French, 1839-1906). Oil on fabric; framed: 87.5 x 106.5 x 7 cm (34 7/16 x 41 15/16 x 2 3/4 in.); unframed: 72.2 x 92.4 cm (28 7/16 x 36 3/8 in.). The Cleveland Museum of Art, Bequest of Leonard C. Hanna, Jr. 1958.21"}	\N	f	clevelandmuseum	clevelandmuseum
135310	https://clevelandart.org/art/1958.32	https://openaccess-cdn.clevelandart.org/1958.32/1958.32_web.jpg	\N	673	900	\N	CC0	1.0	Vincent van Gogh (Dutch, 1853-1890)	\N	The Poplars at Saint-Rémy	{"accession_number": "1958.32", "technique": "oil on fabric", "date": "1889", "credit_line": "Bequest of Leonard C. Hanna, Jr.", "medium": "oil on fabric", "classification": "Painting", "culture": "Netherlands, 19th century", "tombstone": "The Poplars at Saint-R\u00e9my, 1889. Vincent van Gogh (Dutch, 1853-1890). Oil on fabric; framed: 81 x 66.7 x 7.3 cm (31 7/8 x 26 1/4 x 2 7/8 in.); unframed: 61.6 x 45.7 cm (24 1/4 x 18 in.). The Cleveland Museum of Art, Bequest of Leonard C. Hanna, Jr. 1958.32"}	\N	f	clevelandmuseum	clevelandmuseum
121188	https://clevelandart.org/art/1942.1065	https://openaccess-cdn.clevelandart.org/1942.1065/1942.1065_web.jpg	\N	716	900	\N	CC0	1.0	Pierre-Auguste Renoir (French, 1841-1919)	\N	Romaine Lacaux	{"accession_number": "1942.1065", "technique": "oil on fabric", "date": "1864", "credit_line": "Gift of the Hanna Fund", "medium": "oil on fabric", "classification": "Painting", "culture": "France, 19th century", "tombstone": "Romaine Lacaux, 1864. Pierre-Auguste Renoir (French, 1841-1919). Oil on fabric; framed: 106.7 x 89.2 x 8.9 cm (42 x 35 1/8 x 3 1/2 in.); unframed: 81.3 x 65 cm (32 x 25 9/16 in.). The Cleveland Museum of Art, Gift of the Hanna Fund 1942.1065"}	\N	f	clevelandmuseum	clevelandmuseum
123168	https://clevelandart.org/art/1943.392	https://openaccess-cdn.clevelandart.org/1943.392/1943.392_web.jpg	\N	606	900	\N	CC0	1.0	Paul Gauguin (French, 1848-1903)	\N	The Call	{"accession_number": "1943.392", "technique": "oil on fabric", "date": "1902", "credit_line": "Gift of the Hanna Fund", "medium": "oil on fabric", "classification": "Painting", "culture": "France, late 19th-early 20th Century", "tombstone": "The Call, 1902. Paul Gauguin (French, 1848-1903). Oil on fabric; framed: 160.5 x 119 x 9.5 cm (63 3/16 x 46 7/8 x 3 3/4 in.); unframed: 131.3 x 89.5 cm (51 11/16 x 35 1/4 in.). The Cleveland Museum of Art, Gift of the Hanna Fund 1943.392"}	\N	f	clevelandmuseum	clevelandmuseum
135336	https://clevelandart.org/art/1958.34	https://openaccess-cdn.clevelandart.org/1958.34/1958.34_web.jpg	\N	726	900	\N	CC0	1.0	Edouard Manet (French, 1832-1883)	\N	Berthe Morisot	{"accession_number": "1958.34", "technique": "oil on fabric", "date": "c. 1869-73", "credit_line": "Bequest of Leonard C. Hanna, Jr.", "medium": "oil on fabric", "classification": "Painting", "culture": "France, 19th century", "tombstone": "Berthe Morisot, c. 1869-73. Edouard Manet (French, 1832-1883). Oil on fabric; framed: 91.1 x 76.5 x 7.3 cm (35 7/8 x 30 1/8 x 2 7/8 in.); unframed: 74 x 60 cm (29 1/8 x 23 5/8 in.). The Cleveland Museum of Art, Bequest of Leonard C. Hanna, Jr. 1958.34"}	\N	f	clevelandmuseum	clevelandmuseum
125249	https://clevelandart.org/art/1947.209	https://openaccess-cdn.clevelandart.org/1947.209/1947.209_web.jpg	\N	900	718	\N	CC0	1.0	Vincent van Gogh (Dutch, 1853-1890)	\N	The Large Plane Trees (Road Menders at Saint-Rémy)	{"accession_number": "1947.209", "technique": "oil on fabric", "date": "1889", "credit_line": "Gift of the Hanna Fund", "medium": "oil on fabric", "classification": "Painting", "culture": "Netherlands, 19th century", "tombstone": "The Large Plane Trees (Road Menders at Saint-R\u00e9my), 1889. Vincent van Gogh (Dutch, 1853-1890). Oil on fabric; framed: 104.5 x 124.5 x 7.6 cm (41 1/8 x 49 x 3 in.); unframed: 73.4 x 91.8 cm (28 7/8 x 36 1/8 in.). The Cleveland Museum of Art, Gift of the Hanna Fund 1947.209"}	\N	f	clevelandmuseum	clevelandmuseum
135382	https://clevelandart.org/art/1958.39	https://openaccess-cdn.clevelandart.org/1958.39/1958.39_web.jpg	\N	723	900	\N	CC0	1.0	Claude Monet (French, 1840-1926)	\N	The Red Kerchief	{"accession_number": "1958.39", "technique": "oil on fabric", "date": "ca. 1868-1873", "credit_line": "Bequest of Leonard C. Hanna, Jr.", "medium": "oil on fabric", "classification": "Painting", "culture": "France, 19th century", "tombstone": "The Red Kerchief, ca. 1868-1873. Claude Monet (French, 1840-1926). Oil on fabric; framed: 128.3 x 105.7 x 14.6 cm (50 1/2 x 41 5/8 x 5 3/4 in.); unframed: 99 x 79.8 cm (39 x 31 7/16 in.). The Cleveland Museum of Art, Bequest of Leonard C. Hanna, Jr. 1958.39"}	\N	f	clevelandmuseum	clevelandmuseum
